title,"eai:acl.owner",actions,"eai:acl.app","cron_schedule","dispatch.earliest_time","dispatch.latest_time",search
"DET-3444767-Suspicious_use_of_Sharpview_tool",dtw4156,"send_to_sentinel",search,"48 * * * *","-60m@m",now,"index=wineventlog (source=""WinEventLog:Microsoft-Windows-Sysmon/Operational"" OR source=""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=1 process_name=""sharpview.exe""

 
``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-3444767-Suspicious_use_of_Sharpview_tool""
| setfields detection_description = ""DET-3444767-Suspicious_use_of_Sharpview_tool""
| setfields severity = ""medium"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""PrivilegeEscalation"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = ""T1055.001""
``` END ```"
"DET-3471720-Potential-Follina-exploitation-CVE-2022-30190",axg3394,"send_to_sentinel",search,"33 * * * *","-60m@m",now,"index=wineventlog source IN(""WinEventLog:Microsoft-Windows-Sysmon/Operational"" ""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=""1"" 
(Image=""\\msdt.exe"" CommandLine=""*IT_BrowseForFile*"" CommandLine=""*IT_LaunchMethod*"" (CommandLine=""*ms-msdt:/id*"" OR CommandLine=""*ms-msdt:-id*""))
| stats count by _time host user Image CommandLine ParentImage ParentCommandLine
| sort 0 + _time



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-3471720-Potential-Follina-exploitation-CVE-2022-30190""
| setfields detection_description = ""DET-3471720-Potential-Follina-exploitation-CVE-2022-30190""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""Execution"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-3494083 reg save SAM hive",sgb2991,"send_to_sentinel",search,"25 * * * *","-60m@m",now,"index=wineventlog (source=""WinEventLog:Microsoft-Windows-Sysmon/Operational"" OR source=""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=1 Image=""*\\reg.exe"" CommandLine=""* save *"" CommandLine=""*\\sam*""



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-3494083 reg save SAM hive""
| setfields detection_description = ""DET-3494083 reg save SAM hive""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = """" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-3537071 WinRM Listener",sgb2991,"send_to_sentinel",search,"45 * * * *","-60m@m",now,"index=wineventlog (source=""WinEventLog:Microsoft-Windows-Sysmon/Operational"" OR source=""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=1 Image=""*\\cscript.exe"" CommandLine=""*Compatibility*"" CommandLine=""*winrm*""



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-3537071 WinRM Listener""
| setfields detection_description = ""DET-3537071 WinRM Listener""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = """" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-3537748 MFSDLL Password Stealer",sgb2991,"send_to_sentinel",search,"46 * * * *","-60m@m",now,"index=wineventlog (source=""WinEventLog:Microsoft-Windows-Sysmon/Operational"" OR source=""XmlWinEventLog:Microsoft-Windows-Sysmon/Operational"") EventCode=1 AND
(Image=""*\\mfsdll.exe"" 
OR CommandLine=""*.log domain""
OR CommandLine=""*.log dump""
OR CommandLine=""*.log password""
OR CommandLine=""*.log sam""
OR CommandLine=""*.log minidump"")


``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-3537748 MFSDLL Password Stealer""
| setfields detection_description = ""DET-3537748 MFSDLL Password Stealer""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = """" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"DET-Test Sentinel Integration test without ES",hel6342,"email, send_to_sentinel",search,"* * * * *","-1m",now,"| tstats count AS count min(_time) AS min_time max(_time) AS max_time
    where index=dns
    query{} = ""*.wutsec.sh""
    BY query{}, host_addr{}, src_ip
| eval max_time = strftime(max_time,""%Y-%m-%dT%H:%M:%S.%Q"") 
| eval min_time = strftime(min_time,""%Y-%m-%dT%H:%M:%S.%Q"")

``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-Test Sentinel Integration test without ES""
| setfields detection_description = ""Descriptive info about the detection""
| setfields severity = ""Medium"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""Probing"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
``` END ```"
"Threat - DET-1210224 win_account_backdoor_dcsync_rights - Rule",sgb2991,"send_to_sentinel",search,"40 * * * *","-1h",now,"index=wineventlog EventCode=5136 AttributeLDAPDisplayName=ntSecurityDescriptor AttributeValue=""1131f6ad-9c07-11d1-f79f-00c04fc2dcd2"" OR AttributeValue=""1131f6aa-9c07-11d1-f79f-00c04fc2dcd2"" OR AttributeValue=""89e95b76-444d-4c62-991a-0facbeda640c""
    



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210224 win_account_backdoor_dcsync_rights""
| setfields detection_description = ""DET-1210224 win_account_backdoor_dcsync_rights""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = """" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"Threat - DET-1210277-Suspicious_high_volume_DNS_queries - Rule",axg3394,"send_to_sentinel",search,"12 * * * *","-1h",now,"index=dns host IN(LOUDNSWPS14, LOUDNSWPS15, SIMDNSWPS14, SIMDNSWPS15, LOUDNSWPS08, LOUDNSWPS11, LOUDNSWPS12, SIMDNSWPS08, SIMDNSWPS11, SIMDNSWPS12, LOUDNSWPS09, LOUDNSWPS10, SIMDNSWPS09, SIMDNSWPS10, LOUDNSWPS06, LOUDNSWPS07, SIMDNSWPS06, SIMDNSWPS07) (src_ip!=193.52.0.0/15 AND src_ip!=10.32.0.0/12) query{}=""*.*"" earliest=-1h@h latest=@h
| bucket _time span=1h
| rename query{} as query
| eval fqdn=lower(query)
| rex field=fqdn ""(?<domain>[a-z0-9\-]+\.[a-z]+)$""
| search NOT domain IN(""humad.com"" ""dmzad.hum"" ""humana.com"" ""loutms.tree"" ""adea.hum"" ""humana.forest"" ""humadtest.hum"" ""mcafee.com"" ""barracudabrts.com"" ""cloudfront.net"" ""cloudflare.net"" ""appsechcl.com"" ""footprintdns.com"" ""googlesyndication.com"" ""mcafee.com"" ""office.com"" ""salesforceliveagent.com"" ""wbx2.com"" ""webex.com"" ""windows.net"" ""yammer.com"" ""akadns.net"" ""akamaiedge.net"" ""akamaihd.net"" ""akamai.net"" ""amazonaws.com"" ""azure.com"" ""azureedge.net"" ""azure.net"" ""azurewebsites.net"" ""casalemedia.com"" ""cloudapp.net"" ""google.com"" ""microsoft.com"" ""cedexis-radar.net"" ""edgekey.net"" ""googlevideo.com"" ""gstatic.com"" ""imrworldwide.com"" ""nessus.org"" ""trafficmanager.net"" ""salesforce.com"" ""zoom.us"" ""apple.com"" ""fastly.net"" ""yahoodns.net"" ""llnwd.net"" ""databricksusercontent.com"" ""dropboxusercontent.com"" ""ibm.com"" ""in-addr.arpa"" ""ip6.arpa"" ""clienttons.com"" ""doubleclick.net"")
| stats dc(query) as UniqueQueries values(query) as Queries by _time domain
| where UniqueQueries > 750


``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210277-Suspicious_high_volume_DNS_queries""
| setfields detection_description = ""DET-1210277-Suspicious_high_volume_DNS_queries""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = ""CommandAndControl"" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"Threat - DET-1210278-Possible_CobaltStrike_DNS_Beacon(net_mal_dns_cobaltstrike) - Rule",axg3394,"send_to_sentinel",search,"13 * * * *","-1h",now,"| tstats count AS count min(_time) AS min_time max(_time) AS max_time values(src_ip) AS src_ips values(query{}) as query where index=dns query{} IN(""aaa.stage.*"" ""post.1*"") NOT query{} IN(""*.loutms.tree"" ""*.dmzad.hum"" ""*.humana.com"" ""*.humad.com"" ""*.loutms.com"")
| eval max_time = strftime(max_time,""%Y-%m-%dT%H:%M:%S.%Q"") 
| eval min_time = strftime(min_time,""%Y-%m-%dT%H:%M:%S.%Q"")
| where count>0
    



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210278-Possible_CobaltStrike_DNS_Beacon(net_mal_dns_cobaltstrike)""
| setfields detection_description = ""DET-1210278-Possible_CobaltStrike_DNS_Beacon(net_mal_dns_cobaltstrike)""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = """" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"Threat - DET-1210280-net_susp_dns_txt_exec_strings - Rule",axg3394,"send_to_sentinel",search,"14 * * * *","-1h",now,"index=dns query_type{}=TXT (hostname{} IN(""*IEX*"" ""*Invoke-Expression*"" ""*cmd.exe*"") OR host_addr{} IN(""*IEX*"" ""*Invoke-Expression*"" ""*cmd.exe*""))
| search NOT src_ip IN (193.52.0.0/15, 10.32.0.0/12, 10.113.32.103, 10.113.32.219, 10.113.37.39, 10.113.37.40, 10.113.37.41, 10.113.37.42, 10.113.37.43, 10.113.37.44, 10.113.96.220, 10.113.96.23, 10.128.213.90, 10.129.245.222, 10.130.143.10, 10.210.0.72, 10.211.0.72, 10.211.0.73, 10.64.127.220, 10.64.255.220, 10.65.40.30, 10.65.40.31, 10.65.40.34, 10.65.40.35, 10.97.32.217, 10.97.32.42, 10.97.37.105, 10.97.37.106, 10.97.37.107, 10.97.37.108, 10.97.37.109, 10.97.37.110, 10.97.96.218, 10.97.96.84, 193.39.20.236, 193.42.115.237, 193.42.115.238, 193.44.134.232, 193.44.134.238, 193.44.134.239, 193.44.93.121, 193.44.93.240, 193.46.144.101, 193.46.64.236, 193.46.64.242, 193.46.80.201, 193.47.237.220, 193.47.57.11, 193.59.227.204, 193.91.153.40, 193.91.155.52, 193.91.159.150, 205.145.105.203, 205.145.113.245, 205.145.66.21, 205.145.66.22, 205.145.66.250, 205.145.66.29, 32.32.55.231, 32.32.56.232, 205.145.66.111)
| rename query_type{} as query_type
| rename query{} as query
| rename message_type{} as message_type
| mvexpand message_type
| search message_type=RESPONSE
| mvexpand host_type
| rename hostname{} as hostname
| rename host_type{} as host_type
| rename host_addr{} as host_addr
| fillnull value=""NULL"" hostname
| fillnull value=""NULL"" host_addr
| foreach * [| eval ""<<FIELD>>""=mvdedup('<<FIELD>>')]
| dedup _time src_ip query query_type message_type hostname host_type host_addr
| table _time src_ip query query_type message_type hostname host_type host_addr
    



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210280-net_susp_dns_txt_exec_strings""
| setfields detection_description = ""DET-1210280-net_susp_dns_txt_exec_strings""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = """" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"Threat - DET-1210285-proxy_apt40 - Rule",axg3394,"send_to_sentinel",search,"16 * * * *","-1h",now,"index=zscaler ua=""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"" ehost=""api.dropbox.com""
| search login!=HUM_Guest
| stats count by _time cip login sip ehost eurlpath ua action
    



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210285-proxy_apt40""
| setfields detection_description = ""DET-1210285-proxy_apt40""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = """" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"Threat - DET-1210286-proxy_chafer_malware - Rule",axg3394,"send_to_sentinel",search,"16 * * * *","-1h",now,"index=zscaler eurlpath=""*/asp.asp?ui=*""
| search login!=HUM_Guest
| stats count by _time cip login sip ehost eurlpath ua action
    



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210286-proxy_chafer_malware""
| setfields detection_description = ""DET-1210286-proxy_chafer_malware""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = """" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"Threat - DET-1210287-CobaltStrike_Malleable_Amazon_Browsing_Traffic_Profile - Rule",axg3394,"send_to_sentinel",search,"17 * * * *","-1h",now,"index=zscaler (ua=""Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"" reqmethod=""GET"" eurlpath=""/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books"" ehost=""www.amazon.com"") OR (ua=""Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"" reqmethod=""POST"" eurlpath=""/N4215/adj/amzn.us.sr.aps"") 
| table _time cip login reqmethod sip ehost eurlpath ua
    



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210287-CobaltStrike_Malleable_Amazon_Browsing_Traffic_Profile(proxy_cobalt_amazon)""
| setfields detection_description = ""DET-1210287-CobaltStrike_Malleable_Amazon_Browsing_Traffic_Profile(proxy_cobalt_amazon)""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = """" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"Threat - DET-1210288-CobaltStrike_Malleable_(OCSP)_Profile(proxy_cobalt_ocsp) - Rule",axg3394,"send_to_sentinel",search,"18 * * * *","-1h",now,"index=zscaler ehost=""ocsp.verisign.com"" eurlpath=""*/oscp/*"" 
| table _time cip login sip ehost eurlpath
    



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210288-CobaltStrike_Malleable_(OCSP)_Profile(proxy_cobalt_ocsp)""
| setfields detection_description = ""DET-1210288-CobaltStrike_Malleable_(OCSP)_Profile(proxy_cobalt_ocsp)""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = """" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"Threat - DET-1210289-proxy_cobalt_onedrive - Rule",axg3394,"send_to_sentinel",search,"38 * * * *","-1h",now,"index=zscaler login!=HUM_Guest ehost=""*onedrive.live.com*"" eurlpath=""*?manifest=wac*"" reqmethod=""GET"" ehost!=""onedrive.live.com""
| stats count by _time cip login action sip ehost eurlpath ua
    



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210289-proxy_cobalt_onedrive""
| setfields detection_description = ""Reference: https://dev.azure.com/humana/Threat-Management-Operations/_wiki/wikis/Detections/7914/DET-1210289-proxy_cobalt_onedrive""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = """" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"Threat - DET-1210290-proxy_downloadcradle_webdav - Rule",axg3394,"send_to_sentinel",search,"19 * * * *","-1h",now,"index=zscaler reqmethod=""GET"" ua=""Microsoft-WebDAV-MiniRedir/*"" 
| rex field=ehost ""(?<domain>[A-z0-9\-]+\.[A-z]+)$""
| search NOT domain IN(""sharepoint.com"" ""deloitteonline.com"" ""sysinternals.com"" ""aspect-cloud.net"")
| search login!=HUM_Guest
| stats count by _time cip login sip ehost eurlpath action
    



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210290-proxy_downloadcradle_webdav""
| setfields detection_description = ""DET-1210290-proxy_downloadcradle_webdav""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = """" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
"Threat - DET-1210291-proxy_download_susp_dyndns - Rule",axg3394,"send_to_sentinel",search,"20 * * * *","-1h",now,"index=zscaler filesubtype IN(""bat"" ""bin"" ""cmd"" ""com"" ""cpl"" ""csh"" ""daa"" ""dll"" ""doc"" ""docm"" ""docx"" ""exe"" ""gadget"" ""hta"" ""inf1"" ""ins"" ""inx"" ""ipa"" ""isu"" ""job"" ""jse"" ""ksh"" ""msc"" ""msi"" ""msp"" ""mst"" ""paf"" ""pif"" ""pptm"" ""prg"" ""ps1"" ""rar"" ""reg"" ""rgs"" ""rtf"" ""scr"" ""sct"" ""shb"" ""shs"" ""u3p"" ""vb"" ""vbe"" ""vbs"" ""vbscript"" ""ws"" ""wsf"" ""wsh"" ""xls"" ""xlsm"" ""xlsx"" ""zip"") 
| search ehost IN(""*.hopto.org"" ""*.no-ip.org"" ""*.no-ip.info"" ""*.no-ip.biz"" ""*.no-ip.com"" ""*.noip.com"" ""*.ddns.name"" ""*.myftp.org"" ""*.myftp.biz"" ""*.sernvveblog.net"" ""*.servebeer.com"" ""*.servemp3.com"" ""*.serveftp.com"" ""*.servequake.com"" ""*.servehalflife.com"" ""*.servehttp.com"" ""*.servegame.com"" ""*.servepics.com"" ""*.myvnc.com"" ""*.ignorelist.com"" ""*.jkub.com"" ""*.dlinkddns.com"" ""*.jumpingcrab.com"" ""*.ddns.info"" ""*.mooo.com"" ""*.dns-dns.com"" ""*.strangled.net"" ""*.adultdns.net"" ""*.craftx.biz"" ""*.ddns01.com"" ""*.dns53.biz"" ""*.dnsapi.info"" ""*.dnsd.info"" ""*.dnsdynamic.com"" ""*.dnsdynamic.net"" ""*.dnsget.org"" ""*.fe100.net"" ""*.flashserv.net"" ""*.ftp21.net"" ""*.http01.com"" ""*.http80.info"" ""*.https443.com"" ""*.imap01.com"" ""*.kadm5.com"" ""*.mysq1.net"" ""*.ns360.info"" ""*.ntdll.net"" ""*.ole32.com"" ""*.proxy8080.com"" ""*.sql01.com"" ""*.ssh01.com"" ""*.ssh22.net"" ""*.tempors.com"" ""*.tftpd.net"" ""*.ttl60.com"" ""*.ttl60.org"" ""*.user32.com"" ""*.voip01.com"" ""*.wow64.net"" ""*.x64.me"" ""*.xns01.com"" ""*.dyndns.org"" ""*.dyndns.info"" ""*.dyndns.tv"" ""*.dyndns-at-home.com"" ""*.dnsomatic.com"" ""*.zapto.org"" ""*.webhop.net"" ""*.25u.com"" ""*.slyip.net"") 
| search login!=HUM_Guest
| stats count by _time cip login sip ehost eurlpath filesubtype filename action
    



``` START
All data below this comment are required for integration with Sentinel for incident creation 
to work properly.
```
| makejson output=result_data_temp        ``` package all results into a single field ```
| strcat result_data_temp "" "" result_data ``` hack to make json immutable ... ```
| fields result_data
| addinfo ``` Get the sid of this search to use as a 'unique' key and reference variable ```
``` FILL OUT DETECTION DETAILS ```
| setfields detection_name = ""DET-1210291-proxy_download_susp_dyndns""
| setfields detection_description = ""DET-1210291-proxy_download_susp_dyndns""
| setfields severity = ""high"" ``` Valid values: Informational, Low, Medium, High ```
| setfields mitre_tactic = """" ``` Valid values: https://docs.microsoft.com/en-us/rest/api/securityinsights/stable/incidents/list-of-entities#killchainintent ```
| setfields mitre_technique = """"
``` END ```"
